Brand Name,Name of The Product,Price Of The Product,Availability,Expected Delivery,Product URL
YAMAHA,Yamaha C-40 Fullsized Classic Guitar With Gloss Finish,"7,990",-,"Saturday, 22 April",https://www.amazon.in/Yamaha-Fullsized-Classic-Guitar-Finish/dp/B005B6EZ36/ref=sr_1_126?keywords=guitar&qid=1681731259&sr=8-126
YAMAHA,"Yamaha F310, 6-Strings Acoustic Guitar, Natural","9,300",In stock,"Friday, 21 April",https://www.amazon.in/Yamaha-F310-Acoustic-Guitar-Natural/dp/B08Z3C1GRM/ref=sr_1_127?keywords=guitar&qid=1681731259&sr=8-127
Schecter,Schecter Sun Valley Super Shredder FR-S Electric Guitar - Blue Reign,"87,946",-,"Sunday, 23 April",https://www.amazon.in/Schecter-Valley-Shredder-Electric-Guitar/dp/B0B61YZRCC/ref=sr_1_128?keywords=guitar&qid=1681731259&sr=8-128
DOMENICO,DOMENICO Guitar 4-String plastic Acoustic Guitar Musical Instrument For Learning (23 Inches),949,In stock,"Saturday, 22 April",https://www.amazon.in/DOMENICO-4-String-Acoustic-Instrument-Learning/dp/B09M9VKRK8/ref=sr_1_129?keywords=guitar&qid=1681731259&sr=8-129
ESP LTD,"ESP LTD LEC256STPSB Electric Guitar, Purple",-,,,https://www.amazon.in/ESP-LTD-LEC256STPSB-Electric-Guitar/dp/B01MRBLP88/ref=sr_1_130?keywords=guitar&qid=1681731259&sr=8-130
JUAREZ,"Juarez 41 Inch Acoustic Guitar Kit with Truss Rod, Solid Linden Wood, Ziko Strings, Pearl Rosette, Rosewood Fretboard & Bridge, Die Cast Machine with Picks, Strap, Strings & Bag, High Gloss Black","4,079",In stock,"Wednesday, 19 April",https://www.amazon.in/Acoustic-Strings-Rosette-Rosewood-Fretboard/dp/B09FPQX7RN/ref=sr_1_131?keywords=guitar&qid=1681731259&sr=8-131
YAMAHA,"Yamaha, Folk Guitar, F310, Natural (Guitar soft case included)","9,995",In stock,"Saturday, 22 April",https://www.amazon.in/Yamaha-Folk-Guitar-Natural-included/dp/B00004UE2G/ref=sr_1_132?keywords=guitar&qid=1681731259&sr=8-132
JUAREZ,JUAREZ JRZ41C 41 Inch ACOUSTIC GUITAR WITH ACC (3TS SUNBURST),"4,249",In stock,"Wednesday, 19 April",https://www.amazon.in/JUAREZ-JRZ41C-ACOUSTIC-GUITAR-SUNBURST/dp/B07X1XQC4Z/ref=sr_1_133?keywords=guitar&qid=1681731259&sr=8-133
Intern,"Intern INT-38C-RD-G Linden Wood Cutaway Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Red, 6 Strings)","2,297",In stock,"Wednesday, 19 April",https://www.amazon.in/Intern-INT-38C-RD-G-Guitar-Kit-Red/dp/B07K959RKX/ref=sr_1_134?keywords=guitar&qid=1681731259&sr=8-134
Martin Smith,Martin Smith W-101-BK-PK Acoustic Guitar Super Kit with Stand (Black),"5,641",In stock,"Wednesday, 19 April",https://www.amazon.in/Martin-Smith-W-101-BK-PK-Acoustic-Guitar/dp/B019MY0YE6/ref=sr_1_135?keywords=guitar&qid=1681731259&sr=8-135
